iati_identifier,text,Climate change,Climate mitigation,Climate adaptation
44000-P178049,Costa Rica Climate Resilient Recovery and Territorial Development Project The PDO is to increase access to disaster and climate resilient infrastructure and services in selected regions of the Republic of Costa Rica,0.0,0.0,0.0
44000-P123146,"Costa Rica Higher Education Improvement Project The objectives of the Project are to improve access and quality, to increase investments in innovation and scientific and technological development, as well as to upgrade institutional management, all in Costa Rica's public higher education system.",0.01,0.01,0.0
44000-P085539,"Port-City of Limon Integrated Infrastructure Project The Objective of the project is to: (i) improve the protection and management of Limon's cultural and natural heritage; (ii) increase access to the sewage system and reduce urban flooding in the area of Limoncito; (iii) foster a more efficient, accountable and credible local government; (iv) create new employment opportunities through small and micro-enterprises; and (v) support the port modernization process and improve freight transport access to the port terminals.",0.0,0.0,0.0
44000-P172352,"Costa Rica Fiscal Management Improvement Project The Project Development Objective (PDO) is to improve efficiency, effectiveness and client orientation of tax and customs administration, and public expenditure management.",0.02,0.01,0.02
44000-P179861,Second Costa Rica Disaster Risk Management Development Policy Loan with a CAT DDO The PDO is to enhance the Government of Costa Rica's capacity to manage disaster risk resulting from the occurrence of natural and health related hazards and the impacts of climate change.,0.63,0.0,0.63
44000-P107248,"Economic Governance & Institutional Reform The project development objective is to improve the efficiency and transparency in managing public financial and human resources, focusing on revenue administration, public procurement, budget execution and payroll management.",0.0,0.0,0.0
44000-P113099,"LR-Urban and Rural Infrastructure Rehabilitation Project The project supports government's goal of improving road access in Monrovia and targeted rural areas, as well as improving institutional structure for technical management of the road sector.",0.0,0.0,0.0
44000-P128909,"Liberia Health Systems Strengthening The new proposed PDO is to improve the quality of primary and secondary health care services, with a focus on maternal, neonatal and child health.",0.0,0.0,0.0
44000-P149279,"Southeastern Corridor Road Asset Management Project The project aims to support the Recipient's efforts to enhance road connectivity along selected sections of the Ganta-to-Zwedru Road Corridor, and to improve institutional capacity to manage the road sector.",0.16,0.0,0.16
44000-P113273,"LR Smallholder Tree Crop Revitalization Support Project “To increase access to finance, inputs, technologies and markets for smallholder tree crop farmers in Liberia, and to develop a long term development program for the tree crops sector”",0.64,0.64,0.0
44000-P164932,"Improving Results in Secondary Education (IRISE) The Project Development Objectives are to improve equitable access to, and quality of, secondary education, and provide a response to the COVID-19 pandemic.",0.15,0.03,0.13
44000-P155947,Liberia Urban Water Supply Project The project development objective (PDO) is to increase access to piped water supply services in the project area in Monrovia and improve the operational efficiency of LWSC.,0.0,0.0,0.0
44000-P172012,Liberia Sustainable Management of Fisheries Project To improve fisheries management and enhance livelihood and income for government and targeted beneficiaries.,0.39,0.18,0.22
44000-P174417,"Recovery of Economic Activity for Liberian Informal Sector Employment Project To increase access to income-earning opportunities for the vulnerable in the informal sector in response to crises, expand income and livelihood support to poor and food insecure households, and improve efficiency in managing social protection programs in Liberia.",0.11,0.06,0.06
44000-P165000,"Public Financial Management Reforms for Institutional Strengthening The project development objective (PDO) is to improve domestic revenue mobilization systems, and strengthen financial control and accountability in public finances.",0.0,0.0,0.0
